Sentencing.court,Aggravating.72,Mitigating.36,disorder,affray,GBH,intent,common,custody
12,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
12,,,,,grievous bodily harm,,,immediate custody
12,,,violent disorder,,,,,immediate custody
12,,,violent disorder,,,,,immediate custody
12,,,violent disorder,,,,,immediate custody
13,under influence drugs/alcohol,,,affray,,,,immediate custody
13,under influence drugs/alcohol,,,affray,,,,immediate custody
13,under influence drugs/alcohol,,,affray,,,,immediate custody
13,under influence drugs/alcohol,genuine remorse,,affray,,,,
13,under influence drugs/alcohol,,,affray,,,,
13,under influence drugs/alcohol,,,affray,,,,immediate custody
13,under influence drugs/alcohol,,,affray,,,,
13,under influence drugs/alcohol,,,affray,,,,
13,under influence drugs/alcohol,,,affray,,,,
13,,,,affray,,,,
13,under influence drugs/alcohol,,,affray,,,,
13,,genuine remorse,,affray,,,,
13,,genuine remorse,,affray,,,,
13,under influence drugs/alcohol,,,,,,,
13,,,,,,,,
13,under influence drugs/alcohol,genuine remorse,,,,,,
13,under influence drugs/alcohol,,,,,,,
13,,,,,,,,
13,,genuine remorse,,,,,,
13,under influence drugs/alcohol,,,,,,,
13,under influence drugs/alcohol,,,,,,,
13,,genuine remorse,,,,,,
13,,,,,,,,
13,,,,,,,,
13,,,,,,,,
13,,,,,,,,immediate custody
13,under influence drugs/alcohol,,,,,,,immediate custody
13,under influence drugs/alcohol,,,,,,,immediate custody
13,,,,,,,,immediate custody
13,,,,,,,,immediate custody
13,under influence drugs/alcohol,,,,,,,immediate custody
13,,genuine remorse,,,,,,
13,under influence drugs/alcohol,,,,,,,
13,,genuine remorse,,,,,,
13,,,,,,,,
13,,,,,,,,
13,,,,,,,,immediate custody
13,under influence drugs/alcohol,,,,,,,immediate custody
13,,genuine remorse,,,,,,immediate custody
13,under influence drugs/alcohol,genuine remorse,,,,,,
13,,,,,,,,
13,,,,,,,,
13,under influence drugs/alcohol,,,,,,,
13,,,,,,,,
13,,,,,grievous bodily harm,,,immediate custody
13,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
13,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
13,,,,,grievous bodily harm,,,immediate custody
13,,,,,grievous bodily harm,,,
13,under influence drugs/alcohol,,,,grievous bodily harm,,,
13,,,,,grievous bodily harm,,,immediate custody
13,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
13,under influence drugs/alcohol,,,,grievous bodily harm,,,
13,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
13,,genuine remorse,,,grievous bodily harm,,,
13,,,,,grievous bodily harm,,,
13,,,,,grievous bodily harm,,,immediate custody
13,,genuine remorse,,,grievous bodily harm,,,
13,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
13,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
13,,,,,grievous bodily harm,,,immediate custody
13,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
13,,,,,,,common assault,
13,,,,,,,common assault,
13,,,,,,,common assault,immediate custody
13,,,,,,,common assault,
13,,,,,,,common assault,
13,,,,,,,common assault,
13,under influence drugs/alcohol,genuine remorse,,,,,common assault,
NA,,,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,affray,,,,
NA,under influence drugs/alcohol,,,affray,,,,immediate custody
NA,,,,,,,common assault,
NA,,,,,grievous bodily harm,,,immediate custody
NA,,,,,grievous bodily harm,,,immediate custody
14,,,,affray,,,,
14,,,,affray,,,,
14,,,,affray,,,,immediate custody
14,,,,affray,,,,immediate custody
14,,,,affray,,,,immediate custody
14,,,,affray,,,,
14,,,,affray,,,,
14,,,,affray,,,,immediate custody
14,,,,affray,,,,
14,,genuine remorse,,,,,,
14,under influence drugs/alcohol,,,,,,,
14,,genuine remorse,,,,,,
14,,,,,,,,
14,,,,,,,,
14,,,,,,,,immediate custody
14,,genuine remorse,,,,,,
14,,genuine remorse,,,,,,
14,under influence drugs/alcohol,genuine remorse,,,,,,
14,under influence drugs/alcohol,,,,,,,immediate custody
14,,,,,,,,
14,,,,,,,,
14,,,,,,,,immediate custody
14,,,,,,,,immediate custody
14,under influence drugs/alcohol,,,,,,,
14,,,,,,,,immediate custody
14,,,,,,,,immediate custody
14,,,,,,,,
14,,,,,,,,
14,under influence drugs/alcohol,,,,,,,immediate custody
14,,,,,,,,
14,,genuine remorse,,,,,,immediate custody
14,under influence drugs/alcohol,,,,,,,immediate custody
14,under influence drugs/alcohol,,,,,,,
14,,genuine remorse,,,,,,
14,,genuine remorse,,,,,,immediate custody
14,,,,,,,,
14,,genuine remorse,,,grievous bodily harm,,,immediate custody
14,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
14,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
14,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
14,,genuine remorse,,,grievous bodily harm,,,
14,,genuine remorse,,,grievous bodily harm,,,immediate custody
14,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
14,,,,,,grievous bodily harm with intent,,immediate custody
14,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
14,,,,,,,common assault,
14,under influence drugs/alcohol,,,,,,common assault,
14,,,,,,,common assault,
15,,,,,,,,immediate custody
15,,,,,,,,immediate custody
15,under influence drugs/alcohol,,,,,,,immediate custody
15,,,,,,,,immediate custody
15,,,,,,,,
15,,genuine remorse,,,,,,
15,under influence drugs/alcohol,,,,,,,immediate custody
15,under influence drugs/alcohol,,,,,,,immediate custody
15,under influence drugs/alcohol,,,,,,,immediate custody
15,,,,,,,,
15,,genuine remorse,,,,,,
15,,genuine remorse,,,,,,immediate custody
15,,,,,,,,immediate custody
15,,,,,,,,immediate custody
15,,,,,,,,immediate custody
15,,,,,,,,immediate custody
15,,genuine remorse,,,,,common assault,immediate custody
15,,,,,,grievous bodily harm with intent,,immediate custody
15,,,,,grievous bodily harm,,,immediate custody
15,,,,,grievous bodily harm,,,immediate custody
15,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
15,,genuine remorse,,,grievous bodily harm,,,immediate custody
15,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
15,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
16,under influence drugs/alcohol,,,affray,,,,immediate custody
16,under influence drugs/alcohol,,,,,,,immediate custody
16,,,,,,,,immediate custody
16,,,,,,,,immediate custody
16,,,,,,,,immediate custody
16,,genuine remorse,,,grievous bodily harm,,,immediate custody
16,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
16,,,,,grievous bodily harm,,,
16,,,,,grievous bodily harm,,,
16,,,,,,,common assault,
16,,,,,,,common assault,
17,under influence drugs/alcohol,genuine remorse,,,,,,
17,under influence drugs/alcohol,,,,,,,immediate custody
17,under influence drugs/alcohol,,,,,,,
17,under influence drugs/alcohol,genuine remorse,,,,,,
17,,,,,,,,
17,,,,,,,,
17,under influence drugs/alcohol,genuine remorse,,,,,,
17,,,,,,,,
17,,,,,,,,immediate custody
17,under influence drugs/alcohol,,,,,,,immediate custody
17,,,,,,,,
17,,genuine remorse,,,,,,
17,,genuine remorse,,affray,,,,
17,,genuine remorse,,affray,,,,
17,,genuine remorse,,affray,,,,
17,,,,affray,,,,immediate custody
17,,,,affray,,,,
17,,,,affray,,,,
17,,,,affray,,,,
17,,,,affray,,,,
17,,genuine remorse,,affray,,,,
17,under influence drugs/alcohol,,,affray,,,,
17,,,,affray,,,,
17,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
17,,genuine remorse,,,,,common assault,
17,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
17,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
17,,,,,grievous bodily harm,,,immediate custody
17,,,,,grievous bodily harm,,,immediate custody
17,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
17,,,,,grievous bodily harm,,,immediate custody
17,,genuine remorse,violent disorder,,,,,immediate custody
17,,,violent disorder,,,,,immediate custody
17,,,violent disorder,,,,,immediate custody
17,,,violent disorder,,,,,immediate custody
18,,,,,,,,immediate custody
18,,,,,,,,immediate custody
18,,,,,,,,
18,,,,,,,,immediate custody
18,,genuine remorse,,affray,,,,
18,,,,,grievous bodily harm,,,
18,,genuine remorse,,,grievous bodily harm,,,immediate custody
18,,,,,,grievous bodily harm with intent,,immediate custody
18,,,,,,,common assault,
18,,,,,,,common assault,
18,,,,,,,common assault,
18,,,,,,,common assault,immediate custody
18,,,,,,,common assault,
19,,,,,,,,immediate custody
19,under influence drugs/alcohol,,,,,,,immediate custody
19,,,,,,,,immediate custody
19,under influence drugs/alcohol,,,,,,,
19,,,,,,,,immediate custody
19,under influence drugs/alcohol,genuine remorse,,,,,,
19,,,,,,,,
19,,,,,,,,immediate custody
19,,,,,,,,
19,under influence drugs/alcohol,genuine remorse,,,,,,
19,,,,,,,,immediate custody
19,,,,,,,,immediate custody
19,under influence drugs/alcohol,,,,,,,
19,,genuine remorse,,,,,,
19,,,,,,,,immediate custody
19,under influence drugs/alcohol,,,,,,,
19,under influence drugs/alcohol,,,,,,,immediate custody
19,,genuine remorse,,,,,,immediate custody
19,,,,,,,,immediate custody
19,,,,,,,,immediate custody
19,,,,,,,,immediate custody
19,under influence drugs/alcohol,,,,,,,
19,under influence drugs/alcohol,,,,,,,
19,,genuine remorse,,,,,,
19,,genuine remorse,,,,,,immediate custody
19,,,,,,,,immediate custody
19,,,,,,,,
19,,,,,,,,immediate custody
19,,,,,,,,immediate custody
19,,,,,,,,
19,,genuine remorse,,,,,,
19,,genuine remorse,,,,,,immediate custody
19,,,,,,,,immediate custody
19,,genuine remorse,,,,,,
19,,,,,,,,immediate custody
19,,,,,,,,immediate custody
19,,,,,,,,immediate custody
19,,genuine remorse,,,,,,
19,,,,,,,,immediate custody
19,under influence drugs/alcohol,genuine remorse,,,,,,
19,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
19,,,,affray,,,,
19,,,,affray,,,,
19,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
19,,,,affray,,,,
19,under influence drugs/alcohol,,,affray,,,,
19,,,,affray,,,,immediate custody
19,,,,affray,,,,
19,under influence drugs/alcohol,,,affray,,,,immediate custody
19,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
19,,,,affray,,,,immediate custody
19,,,,affray,,,,
19,,,,affray,,,,
19,,genuine remorse,,affray,,,,immediate custody
19,,genuine remorse,,affray,,,,
19,,,,,,,common assault,
19,,genuine remorse,,,,,common assault,
19,,,,,,,common assault,
19,,,,,,,common assault,
19,,genuine remorse,,,,,common assault,
19,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
19,,,,,,grievous bodily harm with intent,,immediate custody
19,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
19,,,,,grievous bodily harm,,,immediate custody
19,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
19,,,,,grievous bodily harm,,,immediate custody
19,,,,,,grievous bodily harm with intent,,immediate custody
19,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
19,,,,,,grievous bodily harm with intent,,immediate custody
19,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
19,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
19,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
19,,,,,,grievous bodily harm with intent,,immediate custody
19,,genuine remorse,,,grievous bodily harm,,,
19,,,,,grievous bodily harm,,,immediate custody
19,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
19,,,,,grievous bodily harm,,,
19,,genuine remorse,,,grievous bodily harm,,,
19,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
19,,,,,grievous bodily harm,,,immediate custody
19,,genuine remorse,,,grievous bodily harm,,,
19,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
19,,genuine remorse,,,grievous bodily harm,,,immediate custody
19,,,,,grievous bodily harm,,,immediate custody
19,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
20,,,,affray,,,,
20,,,,affray,,,,immediate custody
20,,,,affray,,,,
20,,,,,,,,immediate custody
20,under influence drugs/alcohol,,,,,,,
20,,,,,,,,
20,,genuine remorse,,,,,,immediate custody
20,,,,,,,,immediate custody
20,,,,,,,,immediate custody
20,,,,,grievous bodily harm,,,immediate custody
20,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
20,,,,,,grievous bodily harm with intent,,immediate custody
20,under influence drugs/alcohol,,,,,,common assault,immediate custody
69,under influence drugs/alcohol,,,,,,common assault,immediate custody
69,,,,,,,common assault,
69,,,,,,,common assault,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,,,,,,,immediate custody
69,,,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,
69,,,,,,,,
69,,,,,,,,immediate custody
69,,,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,,,,,,,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,
69,,,,,,,,
69,under influence drugs/alcohol,,,,,,,
69,,genuine remorse,,,,,,
69,,,,,,,,immediate custody
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,,,,,,,
69,,genuine remorse,,,,,,
69,,,,,,,,
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,
69,,,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,,,,,,,
69,,,,,,,,
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,immediate custody
69,,,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,,,,,,,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,,,,,,,
69,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
69,,,,,,,,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,,,,,,,
69,,,,,,,,immediate custody
69,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,genuine remorse,,,,,,
69,under influence drugs/alcohol,genuine remorse,,,,,,
69,,,,,,,,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,under influence drugs/alcohol,genuine remorse,,,,,,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,genuine remorse,,,,,,
69,,,,,,,,
69,,genuine remorse,,,,,,
69,,,,,,,,
69,under influence drugs/alcohol,,,,,,,immediate custody
69,,genuine remorse,,affray,,,,
69,,,,affray,,,,immediate custody
69,,genuine remorse,,affray,,,,
69,,,,affray,,,,immediate custody
69,,,,affray,,,,
69,,,,affray,,,,
69,,,,affray,,,,immediate custody
69,,,,affray,,,,immediate custody
69,,,,affray,,,,immediate custody
69,under influence drugs/alcohol,,,affray,,,,immediate custody
69,,genuine remorse,,affray,,,,
69,under influence drugs/alcohol,,,affray,,,,immediate custody
69,,genuine remorse,,affray,,,,
69,,,,affray,,,,immediate custody
69,,,,affray,,,,immediate custody
69,under influence drugs/alcohol,genuine remorse,,affray,,,,
69,,,,affray,,,,immediate custody
69,,,,affray,,,,
69,,,,affray,,,,
69,under influence drugs/alcohol,,,affray,,,,
69,,,,affray,,,,immediate custody
69,,genuine remorse,,,,,common assault,
69,,genuine remorse,,,,,common assault,immediate custody
69,,genuine remorse,,,,,common assault,
69,,,,,,,common assault,immediate custody
69,,genuine remorse,,,,,common assault,
69,under influence drugs/alcohol,,,,,,common assault,
69,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
69,,,,,,grievous bodily harm with intent,,immediate custody
69,,,,,,grievous bodily harm with intent,,immediate custody
69,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
69,,,,,,grievous bodily harm with intent,,immediate custody
69,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
69,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
69,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
69,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
69,,,,,grievous bodily harm,,,immediate custody
69,,genuine remorse,,,grievous bodily harm,,,immediate custody
69,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
69,,genuine remorse,,,grievous bodily harm,,,
69,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
69,,genuine remorse,,,grievous bodily harm,,,
69,,,,,grievous bodily harm,,,immediate custody
69,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
69,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
69,,genuine remorse,,,grievous bodily harm,,,
69,under influence drugs/alcohol,,,,grievous bodily harm,,,
69,,genuine remorse,,,grievous bodily harm,,,
69,,,,,grievous bodily harm,,,immediate custody
69,,,,,grievous bodily harm,,,immediate custody
69,,,,,grievous bodily harm,,,immediate custody
69,,,,,grievous bodily harm,,,immediate custody
69,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
69,,,,,grievous bodily harm,,,immediate custody
69,,,,,grievous bodily harm,,,
69,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
