Sentencing.court,Step1HigherCulpA,Step1HigherCulpC,Step1HigherCulpD,Step1HigherCulpF,Step1HigherCulpG,Step1HigherCulpI,Step1HigherCulpJ,Step1HigherHarmA,Step1HigherHarmB,Step1HigherHarmC,Step1LowerCulpA,Step1LowerCulpB,Step1LowerCulpC,Step1LowerCulpD,Step1LowerCulpE,Step1LowerHarmA,Aggravating.3,Aggravating.5,Aggravating.9,Aggravating.19,Aggravating.25,Aggravating.26,Aggravating.28,Aggravating.37,Aggravating.44,Aggravating.45,Aggravating.54,Aggravating.55,Aggravating.70,Aggravating.72,Mitigating.3,Mitigating.6,Mitigating.16,Mitigating.20,Mitigating.22,Mitigating.24,Mitigating.25,Mitigating.29,Mitigating.33,Mitigating.36,Mitigating.39,pleafirst,disorder,affray,GBH,intent,common,custody
25,,,,,,,,serious injury,repeated assault,,lack of premeditation,,provocation,selfdefence,,,,,,,,failure to comply with court orders,,,,,,,,,,,,isolated incident,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
25,,,,,,,,,,,,,,,,,,,,,,,,,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,violent disorder,,,,,immediate custody
25,,,,,,,,,,,,,,,,,,,,,,,,,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,violent disorder,,,,,immediate custody
25,deliberate harm,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,violent disorder,,,,,immediate custody
25,deliberate harm,,,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,location,,,presence of others,,timing of the offence,,,,,,,,,,,,,early guilty plea,violent disorder,,,,,immediate custody
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,violent disorder,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,violent disorder,,,,,immediate custody
25,,,,,,,,,,,,,,,,,,,,,,,,,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,violent disorder,,,,,immediate custody
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,violent disorder,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,violent disorder,,,,,immediate custody
29,,,leading role gang,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,,primary carer,,,,,,,,,
29,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,,primary carer,,,,,,,,,
29,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,,,,,,,,,,,,,gratuitous degradation,location,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
29,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
29,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,,,,,,isolated incident,,,,,,,,early guilty plea,,,,,,
29,,,,premeditation,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
29,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,,,,,,,,,,,,failure to comply with court orders,gratuitous degradation,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
29,,,,,,,,,,personally vulnerable,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,
29,,,,,,,,,repeated assault,,lack of premeditation,,,,,less serious injury,,against public worker,,,,,,location,,,presence of others,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
29,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,,,,,,,,,failure to comply with court orders,,,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,,,early guilty plea,,,,,,
29,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,,,,,,primary carer,,single blow,,,,grievous bodily harm,,,
29,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
29,,,,,,,use of weapon,serious injury,,,lack of premeditation,,provocation,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
29,,,,,,,use of weapon,,,,lack of premeditation,,,selfdefence,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
29,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,,,,grievous bodily harm,,,
29,,,,,,,use of weapon,,,,lack of premeditation,,,selfdefence,,less serious injury,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,isolated incident,,,,,,genuine remorse,single blow,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
29,deliberate harm,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,primary carer,,,early guilty plea,,,,,common assault,
29,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,failure to comply with court orders,,,,ongoing effect,,previous violence,,,,,,,,,,,,genuine remorse,single blow,early guilty plea,,,,,common assault,
31,,,,,,vulnerable victim,,,,,,,provocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,less serious injury,,against public worker,on bail,,failure to respond to warnings,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,
31,,,,,,vulnerable victim,,serious injury,,personally vulnerable,,,,,,,,,,,,,,location,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,immediate custody
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,,,,
31,,,,,,,,serious injury,repeated assault,,lack of premeditation,,,,,,,,,,,,,location,,,presence of others,,,,,,good character,,,,,,,,,early guilty plea,,,,,,
31,,,leading role gang,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,early guilty plea,,,,,,
31,,,,,,vulnerable victim,use of weapon,,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
31,,,leading role gang,,,,use of weapon,,,,,,,,,,,,,,,,,location,on licence,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,early guilty plea,,,,,,
31,,,,,,,use of weapon,,,,,mental disorder (related to the offence),,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
31,deliberate harm,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,presence of others,previous violence,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,,,,,,,immediate custody
31,,,,,,,,,repeated assault,,,,,,subordinate role gang,,,,,,failure to respond to warnings,failure to comply with court orders,,location,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,
31,,,,,,,,,,,,,,,,,,against public worker,,,,,,location,,,presence of others,,timing of the offence,,,,good character,,,,,no previous convictions,,genuine remorse,,,,affray,,,,
31,,,leading role gang,,,,,,repeated assault,,,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,genuine remorse,,,,affray,,,,
31,,,,,,,use of weapon,,,,,,,,subordinate role gang,,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,early guilty plea,,affray,,,,
31,,,leading role gang,,,,,,repeated assault,,,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,genuine remorse,,,,affray,,,,
31,,,leading role gang,,,,use of weapon,serious injury,,,,,,,,,,against public worker,,,,,,location,,,presence of others,,,,,,,,,,mental disability (general),no previous convictions,,,,,,affray,,,,immediate custody
31,,,,,,,,,repeated assault,,,,,,,less serious injury,,,,,,failure to comply with court orders,,,,,,,,,,lack of maturity,,,,,,,,,,,,,,,common assault,immediate custody
31,,,leading role gang,,against race/religion,,,,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
31,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,immediate custody
31,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,ongoing effect,,,,,,,good character,isolated incident,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
31,deliberate harm,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
31,,,,,,vulnerable victim,use of weapon,serious injury,,personally vulnerable,lack of premeditation,mental disorder (related to the offence),,,,,,,,,,,,,,ongoing effect,presence of others,previous violence,,under influence drugs/alcohol,addressing addiction,,,,,,mental disability (general),,,genuine remorse,single blow,,,,grievous bodily harm,,,immediate custody
31,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,ongoing effect,,,,under influence drugs/alcohol,,lack of maturity,,,,,,,,genuine remorse,single blow,,,,grievous bodily harm,,,immediate custody
31,,,,,,,,,,,lack of premeditation,,,,subordinate role gang,,,,,,,,,location,,,,,,,,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,violent disorder,,,,,
31,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,presence of others,,,,,lack of maturity,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,violent disorder,,,,,
31,,,,,,,use of weapon,,,,,,,,,,,against public worker,,,,,,location,,,presence of others,,timing of the offence,under influence drugs/alcohol,,lack of maturity,good character,,,,,,primary carer,genuine remorse,,,violent disorder,,,,,immediate custody
31,,,,,,,use of weapon,,,,,,,,,,,against public worker,,,,,,location,,,presence of others,,timing of the offence,,,lack of maturity,,,,,,no previous convictions,,genuine remorse,,,violent disorder,,,,,immediate custody
31,,,,,,,,,,,,,,,,,,against public worker,,,,,,location,,,presence of others,,timing of the offence,,,,,,,,,no previous convictions,,,,,violent disorder,,,,,immediate custody
31,,,,,,,,,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,,violent disorder,,,,,immediate custody
31,,,,,,,use of weapon,serious injury,,,,,,,,,,against public worker,,,,,,location,,,presence of others,,,,,,,,,,,no previous convictions,,,,,violent disorder,,,,,immediate custody
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,violent disorder,,,,,
31,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,,presence of others,,timing of the offence,,,lack of maturity,good character,,,,,,,genuine remorse,,,violent disorder,,,,,immediate custody
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
32,,,,,,,,,,,,,,,,,,,on bail,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
32,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,location,,,,,timing of the offence,,,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,,,,,,,
32,,,,,,,,serious injury,,,,,,,,,,against public worker,,,,,,location,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,addressing addiction,lack of maturity,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,,,genuine remorse,,,,,,,,
32,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,ongoing effect,,,,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,,,,,,,,,immediate custody
32,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,previous violence,,,,,,,,,,,,,,,,,,,,
32,deliberate harm,,,,,,,,repeated assault,,,,,,,,,,on bail,,,,,location,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
32,,,,premeditation,,,,serious injury,,personally vulnerable,,,,,,,,,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
32,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
32,,,,,,,use of weapon,,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,vulnerable victim,,,repeated assault,,,,,,,,,,on bail,,,failure to comply with court orders,,,,ongoing effect,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
32,,,,,,vulnerable victim,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,,
32,,,,,,,,,,,,,,,subordinate role gang,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,,,genuine remorse,,,,,,,,
32,,,,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,location,,,,,,,,lack of maturity,,,,,,no previous convictions,,,single blow,,,,,,,
32,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,premeditation,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
32,,,leading role gang,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,,,addressing addiction,lack of maturity,good character,,,,,no previous convictions,primary carer,genuine remorse,,,,,,,,
32,,,,,,,,,,,lack of premeditation,mental disorder (related to the offence),,,,,,,,,,,,,,,,,,,,,,,,medical condition,,,,genuine remorse,single blow,,,,,,,
32,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,victim forced to leave home,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,early guilty plea,,,,,,
32,,,,,,,,,,,,,,,subordinate role gang,less serious injury,,,,,,,,location,on licence,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
32,,,,premeditation,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
32,,,,,,vulnerable victim,,,,,,,,,,,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
32,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
32,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
32,,,,,,,use of weapon,,,personally vulnerable,,,,,,,,,,,,,,location,,,,previous violence,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
32,,,,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,ongoing effect,,,,,,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,,immediate custody
32,,,,,,,use of weapon,,,,,,,,,,,,,,,failure to comply with court orders,,location,,,,previous violence,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
32,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
32,,,leading role gang,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,single blow,,,,,,,immediate custody
32,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,no previous convictions,,,,,,,,,,
32,,,,,,,,,repeated assault,personally vulnerable,lack of premeditation,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,lapse of time,,,,,,,,,,,,,immediate custody
32,,,,,,vulnerable victim,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
32,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,,,,,,,
32,,,,,,,,,,,,,,selfdefence,,less serious injury,,against public worker,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,victim forced to leave home,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
32,,,,,,,,serious injury,,personally vulnerable,,,,,,,,against public worker,,,,,,location,,,,previous violence,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
32,deliberate harm,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
32,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,lapse of time,,,,,genuine remorse,,,,,,,,immediate custody
32,,intent more harm,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,against public worker,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
32,,,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,addressing addiction,lack of maturity,,,,,,,,genuine remorse,,,,affray,,,,
32,deliberate harm,,,,,,use of weapon,,,,,,,,,,,,,,failure to respond to warnings,,,location,on licence,,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,affray,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addressing addiction,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,,,affray,,,,
32,,,,,,,,,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,affray,,,,
32,,,,,,,use of weapon,,,,,,provocation,,,,,,,,,,,location,,,,,,,,,,,,,,,,,,,,affray,,,,
32,,,,,,,,,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
32,,,,premeditation,,,,serious injury,,,,,,,,,,,,,,,,location,,,,,timing of the offence,,,,,,,,,,,,,,,affray,,,,immediate custody
32,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,single blow,early guilty plea,,affray,,,,
32,,,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,addressing addiction,lack of maturity,,,,,,,,genuine remorse,,,,affray,,,,
32,,,leading role gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,affray,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,immediate custody
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addressing addiction,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,,,affray,,,,
