Sentencing.court,Step1HigherCulpA,Step1HigherCulpC,Step1HigherCulpD,Step1HigherCulpF,Step1HigherCulpG,Step1HigherCulpI,Step1HigherCulpJ,Step1HigherHarmA,Step1HigherHarmB,Step1HigherHarmC,Step1LowerCulpA,Step1LowerCulpB,Step1LowerCulpC,Step1LowerCulpD,Step1LowerCulpE,Step1LowerHarmA,Aggravating.3,Aggravating.5,Aggravating.9,Aggravating.19,Aggravating.25,Aggravating.26,Aggravating.28,Aggravating.37,Aggravating.44,Aggravating.45,Aggravating.54,Aggravating.55,Aggravating.70,Aggravating.72,Mitigating.3,Mitigating.6,Mitigating.16,Mitigating.20,Mitigating.22,Mitigating.24,Mitigating.25,Mitigating.29,Mitigating.33,Mitigating.36,Mitigating.39,pleafirst,disorder,affray,GBH,intent,common,custody
63,,,,,,,,,,personally vulnerable,,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
63,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,,,genuine remorse,,early guilty plea,,,,,,
63,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
63,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
63,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,affray,,,,
63,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
63,,,,premeditation,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
63,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
63,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
63,,,,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,on licence,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
63,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,single blow,,,,,,,immediate custody
63,,,,,,,,serious injury,,,,,provocation,,,,,,,,,,,location,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,single blow,,,,,,,
63,,,,premeditation,,,,,repeated assault,,,,,,,,,,,,,failure to comply with court orders,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
63,,,,,,,use of weapon,,repeated assault,,,,,,,,,,on bail,,,failure to comply with court orders,,location,,ongoing effect,,previous violence,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,common assault,immediate custody
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,common assault,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,common assault,
63,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,,single blow,,,,,,common assault,
63,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,failure to comply with court orders,,,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
63,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,
63,,,,,,,,,repeated assault,,,mental disorder (related to the offence),,,,,,,,,,failure to comply with court orders,,location,,ongoing effect,,,timing of the offence,,,,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
63,,,,,,,use of weapon,serious injury,,,,mental disorder (related to the offence),,,,,,,on bail,,,,,location,,ongoing effect,,previous violence,timing of the offence,,,lack of maturity,,,,,,,,genuine remorse,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
63,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,immediate custody
63,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,,single blow,,,,grievous bodily harm,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
65,,,,,,,,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
65,,,,,,,,,repeated assault,,,,,,,less serious injury,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,isolated incident,lapse of time,,,,,genuine remorse,,early guilty plea,,affray,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
65,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,,
65,,,,,,,,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
65,,,,premeditation,,,use of weapon,,repeated assault,,,,provocation,,,less serious injury,,,,,,,,location,,,presence of others,,,,,,,,,,,,primary carer,genuine remorse,,early guilty plea,,,,,,immediate custody
65,,,,,,vulnerable victim,use of weapon,serious injury,,,,,,,,,,,,,,,gratuitous degradation,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
65,,,,,,,use of weapon,,,personally vulnerable,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
65,,,,,,,use of weapon,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
65,,,,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,,,,,,,primary carer,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
65,,,,,,vulnerable victim,,,,personally vulnerable,lack of premeditation,,,,,,,,,,,,gratuitous degradation,,,,,,,,,,,,,,,,,,single blow,early guilty plea,,,grievous bodily harm,,,immediate custody
65,,,,,against race/religion,vulnerable victim,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,ongoing effect,,,,,,,,,,,,,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
65,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,,single blow,,,,,grievous bodily harm with intent,,immediate custody
65,,,,,,,,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,
65,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,,,genuine remorse,single blow,,,,grievous bodily harm,,,
65,,,,,,,,serious injury,,,,,provocation,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,,,,,early guilty plea,,,grievous bodily harm,,,
65,,,,,,,use of weapon,,,,,,provocation,selfdefence,,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,lapse of time,,,,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,
65,,,,premeditation,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
65,,,,premeditation,,,,serious injury,,,,,,,,,abuse of trust,,,,,,,,,ongoing effect,,,,,,,,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,immediate custody
65,,,,,,,use of weapon,,,,,,provocation,selfdefence,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,
2,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
2,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
2,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,isolated incident,,,,,,,single blow,early guilty plea,,,,,,
2,,,,,,,,serious injury,repeated assault,,lack of premeditation,,,,,,,,,,,failure to comply with court orders,,location,,,,,,,addressing addiction,,,,,,,,,,,early guilty plea,,,,,,
2,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,victim forced to leave home,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,,,,,,,,,,,immediate custody
2,,intent more harm,,premeditation,,,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,location,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
2,deliberate harm,,,,,,use of weapon,,,personally vulnerable,lack of premeditation,,,,,,,,,,,,,location,,,presence of others,,,,,,good character,,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,good character,isolated incident,,,,no previous convictions,,,,early guilty plea,,affray,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,immediate custody
2,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,,isolated incident,,,,,,genuine remorse,,early guilty plea,,affray,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,,,,affray,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medical condition,,no previous convictions,,,,early guilty plea,,affray,,,,
2,,,,,,,,,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,medical condition,,,,,,,,affray,,,,
2,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
2,,,,,,,,,,personally vulnerable,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,,,genuine remorse,,early guilty plea,,,,,,
2,,,,,,,use of weapon,,repeated assault,,,,provocation,,,less serious injury,,,,,,,,location,,ongoing effect,,previous violence,timing of the offence,,,,,,,,,,,,,,,,,,,immediate custody
2,,,,,,vulnerable victim,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
2,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,serious injury,,,,,provocation,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,,,,,,,,,immediate custody
2,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
2,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,,,genuine remorse,,,,,grievous bodily harm,,,immediate custody
2,,,,,,,,,,personally vulnerable,,,provocation,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,
2,,,,,,,use of weapon,,,,,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,grievous bodily harm,,,
2,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,location,,,,,,,,,,,,,,,,genuine remorse,single blow,,,,grievous bodily harm,,,
2,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
2,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,presence of others,,,,,,,,,,,,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
2,,,,,,,,,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,,,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
2,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,,single blow,,,,,,common assault,
2,,,,,,,,,,,,,,,,,,against public worker,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,,,,common assault,
2,,,,,,,,,,,,,,selfdefence,,,,,,,,,,location,,,,previous violence,,,,,,,,,,,,,single blow,early guilty plea,,,,,common assault,immediate custody
67,,,,,against race/religion,,,,,,,,,,,less serious injury,,,,,,,,location,,,presence of others,,timing of the offence,,,,,,,,,no previous convictions,,,,,,,,,,immediate custody
67,,,,,,,,,,,lack of premeditation,mental disorder (related to the offence),provocation,selfdefence,,,,,,,,,,,,,,,,,,,,,,medical condition,mental disability (general),,,genuine remorse,,early guilty plea,,,,,,
67,,,,premeditation,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
67,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
67,deliberate harm,,leading role gang,,,,use of weapon,serious injury,repeated assault,,,,,,,less serious injury,,,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,affray,,,,immediate custody
67,,,,,,,,,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
67,,,,,,,,,,,lack of premeditation,,provocation,selfdefence,,less serious injury,,,,,,,,,,,,,,,addressing addiction,lack of maturity,,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
67,,,,,,,,serious injury,,,lack of premeditation,,provocation,selfdefence,,,,,,,,,,,,,,,,,addressing addiction,lack of maturity,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,
67,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,primary carer,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
67,,,,,,,,serious injury,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
67,,,,,,,use of weapon,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,single blow,,,,grievous bodily harm,,,immediate custody
68,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,addressing addiction,,,,lapse of time,,,,,genuine remorse,,early guilty plea,,,,,,
68,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,good character,,lapse of time,,,no previous convictions,,,,,,,,,,
68,,,,,,,,,,,lack of premeditation,,,selfdefence,,less serious injury,abuse of trust,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
68,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,affray,,,,
68,,,,,,,,,,personally vulnerable,,mental disorder (related to the offence),provocation,,,,,,,,,,,,,,,,,,,,,,,medical condition,,,,,,,,affray,,,,immediate custody
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
68,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,lack of maturity,,,,,,,,,,,,,,,,
68,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
68,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,good character,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,serious injury,,,,mental disorder (related to the offence),,,,,,,,,,,,,,,,,,,,lack of maturity,,,,medical condition,mental disability (general),,,genuine remorse,single blow,early guilty plea,,,,,,
68,,,,,,vulnerable victim,,,,personally vulnerable,,,,,,,,,,,failure to respond to warnings,failure to comply with court orders,,,,ongoing effect,,previous violence,timing of the offence,,,,,,,,,,,,,,,,,,common assault,immediate custody
68,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,addressing addiction,,,,,,,no previous convictions,,,single blow,,,,,,common assault,
68,,,,,,,use of weapon,serious injury,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,single blow,,,,,grievous bodily harm with intent,,immediate custody
68,,,,,,,use of weapon,,repeated assault,,lack of premeditation,,,selfdefence,,less serious injury,,,,,,,,,,ongoing effect,,,,,,lack of maturity,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
68,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,,single blow,,,,grievous bodily harm,,,
68,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,,,,,,no previous convictions,,,,early guilty plea,,,grievous bodily harm,,,
72,,,,,,,,,repeated assault,personally vulnerable,,mental disorder (related to the offence),,,,,,,,,,,,location,,,,,,,,,,,,medical condition,mental disability (general),,,,,,,,,,,immediate custody
72,,,,,,,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
72,,,,premeditation,,vulnerable victim,use of weapon,serious injury,repeated assault,personally vulnerable,,,,,,,,,,victim forced to leave home,,,,location,,ongoing effect,,previous violence,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
72,,,,,,,,,,personally vulnerable,,,,,,less serious injury,,,,victim forced to leave home,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
72,,,,,,,,,,,,,provocation,selfdefence,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
72,,,,,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,addressing addiction,lack of maturity,,,,,,,,genuine remorse,single blow,,,,,,,
72,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,,,,,,,,,,,,,,,
72,,,,,,vulnerable victim,,,,,,,,,,less serious injury,,,,,,,gratuitous degradation,,,,,,,,addressing addiction,lack of maturity,,,,,,no previous convictions,,genuine remorse,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,,single blow,,,,,,,
72,,,,,,vulnerable victim,,,repeated assault,personally vulnerable,lack of premeditation,,,,,,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,no previous convictions,,genuine remorse,,,,,,,,immediate custody
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
72,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,lapse of time,,,,,,single blow,,,affray,,,,
72,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,lapse of time,,,,,,single blow,,,affray,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,no previous convictions,,,,early guilty plea,,affray,,,,
72,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,,,,,early guilty plea,,affray,,,,
72,,,,,,,,,,,,,provocation,selfdefence,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
72,,,,,,,,,,personally vulnerable,lack of premeditation,,,,subordinate role gang,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,,immediate custody
72,,,,,,,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
72,,,,,,,,,,,lack of premeditation,,,selfdefence,,,,,,,,,,location,,,,,,,,,,,,,,,,genuine remorse,single blow,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,,,,,,,,,,,,,early guilty plea,,,,,,
72,,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,,,,,,,,,,,,,single blow,early guilty plea,,,,,,immediate custody
72,,,,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,failure to respond to warnings,,,,,,,previous violence,,,,,,,,,,,,,,early guilty plea,,,,,,
72,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,single blow,early guilty plea,,,,,,
72,,,,premeditation,,vulnerable victim,use of weapon,serious injury,,personally vulnerable,,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
72,,,,,,,use of weapon,,repeated assault,,,,,,subordinate role gang,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,good character,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
72,,,leading role gang,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,under influence drugs/alcohol,,,good character,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,
72,,,,,,,,,,,,,provocation,,,,,,,,,,,location,,,,,timing of the offence,,,,,,,,,,,,single blow,,,,grievous bodily harm,,,
72,,,,,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,addressing addiction,lack of maturity,,,,,mental disability (general),,,,,,,,grievous bodily harm,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,
72,,,,,,,,serious injury,,,lack of premeditation,,,selfdefence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,immediate custody
72,deliberate harm,,,,,,,serious injury,,,,,,selfdefence,,,,,,,,,,,,ongoing effect,,,,,addressing addiction,,,isolated incident,,medical condition,mental disability (general),no previous convictions,,genuine remorse,,,,,grievous bodily harm,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm,,,
72,,,,,,,use of weapon,serious injury,,,lack of premeditation,,,selfdefence,subordinate role gang,,,,,,,failure to comply with court orders,,,,,,,,,,,,,,,,,,,single blow,,,,grievous bodily harm,,,immediate custody
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,grievous bodily harm,,,
72,,,,,,,,,repeated assault,,lack of premeditation,,provocation,selfdefence,,,,,,,,,,location,,,,,timing of the offence,,,lack of maturity,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,
72,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,failure to comply with court orders,,location,,,,,,,,,,,,,,,,genuine remorse,,,,,grievous bodily harm,,,immediate custody
72,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,ongoing effect,,,,,,lack of maturity,,,,,,no previous convictions,,,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
72,,,,premeditation,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
72,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,,,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,genuine remorse,single blow,,,,,grievous bodily harm with intent,,immediate custody
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common assault,
72,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,previous violence,timing of the offence,,,,,,,,,,,genuine remorse,,,,,,,common assault,
72,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,common assault,
72,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,single blow,early guilty plea,,,,,common assault,
72,,,,,,,,,,personally vulnerable,,,,,,,,,,,,,,,,ongoing effect,,,,,,lack of maturity,,,,medical condition,,no previous convictions,,genuine remorse,single blow,,,,,,common assault,immediate custody
73,,,,,,,,,repeated assault,,,,,,,less serious injury,,,,victim forced to leave home,,,,,,ongoing effect,,,,under influence drugs/alcohol,,,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,
73,,,,,,,use of weapon,serious injury,,,,,provocation,,,,,,,,,,,,,,,,,,,lack of maturity,,isolated incident,,,,no previous convictions,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,primary carer,,single blow,,,,,,,immediate custody
