UNIQUE_ID,MONTH,AGE,GENDER,OFFENCE,OUTCOME,LENGTH,SERIOUSNESS,PREV_CONVICTIONS,APO_GREATER_HARM_1,APO_GREATER_HARM_2,APO_GREATER_HARM_3,APO_LESSER_HARM_1,APO_HIGHER_CULP_STAT_1,APO_HIGHER_CULP_STAT_2,APO_HIGHER_CULP_STAT_3,APO_HIGHER_CULP_STAT_4,APO_HIGHER_CULP_OTHER_1,APO_HIGHER_CULP_OTHER_2,APO_HIGHER_CULP_OTHER_3,APO_HIGHER_CULP_OTHER_4,APO_HIGHER_CULP_OTHER_5,APO_HIGHER_CULP_OTHER_6,APO_HIGHER_CULP_OTHER_7,APO_LOWER_CULP_1,APO_LOWER_CULP_2,APO_LOWER_CULP_3,APO_LOWER_CULP_4,APO_LOWER_CULP_5,APO_INCREASING_SER_STAT_1,APO_INCREASING_SER_STAT_2,APO_INCREASING_SER_STAT_NONE,APO_INCREASING_SER_OTHER_1,APO_INCREASING_SER_OTHER_2,APO_INCREASING_SER_OTHER_3,APO_INCREASING_SER_OTHER_4,APO_INCREASING_SER_OTHER_5,APO_INCREASING_SER_OTHER_6,APO_INCREASING_SER_OTHER_7,APO_INCREASING_SER_OTHER_8,APO_INCREASING_SER_OTHER_9,APO_INCREASING_SER_OTHER_10,APO_INCREASING_SER_OTHER_11,APO_INCREASING_SER_OTHER_12,APO_INCREASING_SER_OTHER_13,APO_INCREASING_SER_OTHER_14,APO_INCREASING_SER_OTHER_15,APO_INCREASING_SER_OTHER_16,APO_INCREASING_SER_OTHER_17,APO_INCREASING_SER_OTHER_18,APO_INCREASING_SER_OTHER_NONE,APO_REDUCING_SER_1,APO_REDUCING_SER_2,APO_REDUCING_SER_3,APO_REDUCING_SER_4,APO_REDUCING_SER_5,APO_REDUCING_SER_6,APO_REDUCING_SER_7,APO_REDUCING_SER_8,APO_REDUCING_SER_9,APO_REDUCING_SER_10,APO_REDUCING_SER_11,APO_REDUCING_SER_NONE,GUILT_IND_POLICE,GP_STAGE,GP_DISCOUNT,GP_FIRST_OPP,APO_SECTION29_OFFENCE
sc-apo-141234-008742,January,18 to 24,Male,S.47,Immediate custody,Over 12 months and up to 18 months,1,1 to 3,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,On going effect on victim,Offence against those in public sector/service to public,Presence of others,-,-,-,-,-,-,Offender was under the influence of alcohol/drugs,-,-,Previous violence/threats,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008743,January,25 to 34,Male,S.47,Immediate custody,Over 18 months and up to 3 years,1,4 to 9,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,On going effect on victim,Offence against those in public sector/service to public,Presence of others,-,-,Failure to comply with current court orders,-,-,-,Offender was under the influence of alcohol/drugs,-,-,Previous violence/threats,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008744,March,25 to 34,Male,S.20,Immediate custody,Over 12 months and up to 18 months,2,4 to 9,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,-,-,On going effect on victim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Don't know,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008745,February,45 to 54,Male,S.47,Immediate custody,Over 3 months and up to 6 months,2,1 to 3,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,-,-,-,-,Presence of others,-,-,Failure to comply with current court orders,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,No,After the PCMH but before the day of trial,20%,No,Not Answered
sc-apo-141234-008746,July,18 to 24,Male,S.20,SSO,-,2,None,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of premeditation,-,-,-,-,None stated,Location,-,-,-,Presence of others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,Isolated incident,-,-,-,Sole/primary carer for dependent relatives,-,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008747,July,25 to 34,Male,S.18,Immediate custody,Over 5 years and up to 10 years,1,1 to 3,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,-,On going effect on victim,-,-,-,-,Failure to comply with current court orders,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,No,After the PCMH but before the day of trial,25%,No,Not Answered
sc-apo-141234-008748,July,45 to 54,Male,S.47,SSO,-,3,1 to 3,-,-,-,Injury/ fear of injury which is less serious in context of t,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,Excessive self defence,Previous relevant convictions,-,-,Location,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Single blow,Remorse,-,-,-,-,-,-,-,-,-,No,After the PCMH but before the day of trial,25%,No,Not Answered
sc-apo-141234-008750,July,25 to 34,Male,S.47,Immediate custody,Over 18 months and up to 3 years,1,4 to 9,-,Victim particularly vulnerable,Sustained or repeated assault on same person,None stated,-,-,-,-,Significant degree of premeditation,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"On, or after, the day of trial",30%,Yes,No
sc-apo-141234-008751,January,18 to 24,Male,S.47,Immediate custody,Over 6 months to less than 12,2,4 to 9,-,-,-,Injury/ fear of injury which is less serious in context of t,-,-,-,-,Significant degree of premeditation,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,-,On going effect on victim,-,Presence of others,-,-,-,-,-,-,-,-,-,-,-,Steps taken to prevent reporting/assisting prosecution,-,-,-,-,Remorse,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,Don't know,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008752,February,35 to 44,Male,S.47,Immediate custody,Over 12 months and up to 18 months,1,None,Injury/fear of injury which is serious in context of the offence,Victim particularly vulnerable,Sustained or repeated assault on same person,None stated,-,-,-,-,Significant degree of premeditation,Threatened/actual use of weapon/equivalent,Intention to cause more serious harm,Deliberately causes more harm than necessary,Targeting of vulnerable victim(s),Leading role in group or gang,-,-,-,-,-,-,-,-,None stated,Location,Timing,On going effect on victim,Offence against those in public sector/service to public,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,After the PCMH but before the day of trial,25%,No,Not Answered
sc-apo-141234-008753,February,25 to 34,Male,S.20,Immediate custody,Over 12 months and up to 18 months,2,1 to 3,-,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008754,March,25 to 34,Male,S.47,Immediate custody,Over 18 months and up to 3 years,1,4 to 9,Injury/fear of injury which is serious in context of the offence,Victim particularly vulnerable,Sustained or repeated assault on same person,None stated,-,-,-,-,Significant degree of premeditation,-,Intention to cause more serious harm,-,Targeting of vulnerable victim(s),-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,On going effect on victim,-,Presence of others,-,-,-,-,-,-,-,-,-,Previous violence/threats,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008755,March,18 to 24,Male,Common assault,CO,-,2,1 to 3,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Single blow,-,-,-,-,-,-,-,-,-,-,Don't know,"Up to, or at, the PCMH",-,Yes,Not Answered
sc-apo-141234-008756,March,18 to 24,Male,S.20,SSO,-,2,None,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None stated,Location,Timing,On going effect on victim,-,-,-,-,-,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,Single blow,Remorse,Good character/exemplary conduct,-,-,Isolated incident,-,-,-,-,-,Yes,"On, or after, the day of trial",20%,No,Not Answered
sc-apo-141234-008757,April,18 to 24,Male,S.47,SSO,-,2,1 to 3,Injury/fear of injury which is serious in context of the offence,Victim particularly vulnerable,-,None stated,-,-,-,-,-,-,-,-,Targeting of vulnerable victim(s),-,-,-,-,Lack of premeditation,-,-,Previous relevant convictions,-,-,Location,Timing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008758,May,25 to 34,Male,S.47,SSO,-,2,1 to 3,-,Victim particularly vulnerable,-,None stated,-,-,-,-,-,-,-,-,-,Leading role in group or gang,-,-,-,-,-,-,Previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Answered,-,Not Answered,Not Answered
sc-apo-141234-008759,April,18 to 24,Male,S.47,SSO,-,Not answered,1 to 3,Injury/fear of injury which is serious in context of the offence,Victim particularly vulnerable,-,None stated,-,-,-,-,-,-,-,-,Targeting of vulnerable victim(s),-,-,-,-,Lack of premeditation,-,-,Previous relevant convictions,-,-,Location,Timing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008761,June,18 to 24,Male,S.47,CO,-,2,1 to 3,-,-,-,Injury/ fear of injury which is less serious in context of t,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,Subordinate role in group or gang,-,-,-,-,Previous relevant convictions,-,-,Location,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008762,August,35 to 44,Male,S.47,SSO,-,1,None,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,Presence of others,-,-,-,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,Don't know,"Up to, or at, the PCMH",-,Not Answered,Not Answered
sc-apo-141234-008763,September,25 to 34,Male,Affray,Immediate custody,Over 6 months to less than 12,No guideline,None,-,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes,Not Asked
sc-apo-141234-008764,September,25 to 34,Male,S.20,Immediate custody,Over 12 months and up to 18 months,1,None,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,On going effect on victim,-,-,-,-,-,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",25%,No,Not Answered
sc-apo-141234-008766,March,25 to 34,Male,S.47,SSO,-,1,1 to 3,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of premeditation,-,-,Previous relevant convictions,-,-,-,-,-,-,Presence of others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes,No
sc-apo-141234-008767,May,25 to 34,Male,Common assault,CO,-,Not answered,1 to 3,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,-,-,-,Presence of others,-,-,-,-,-,-,-,Abuse of power/trust,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",10%,No,No
sc-apo-141234-008768,June,25 to 34,Male,S.47,Immediate custody,Over 18 months and up to 3 years,1,10 or more,-,Victim particularly vulnerable,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,-,-,-,-,-,-,On licence,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008769,October,18 to 24,Male,S.18,Immediate custody,Over 3 years and less than 4 years,2,None,-,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,-,-,None stated,Location,Timing,On going effect on victim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Single blow,-,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008770,October,25 to 34,Female,Common assault,CO,-,1,None,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,-,-,None stated,Location,-,-,-,Presence of others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,Mental disorder/learning disability where not linked to the,Sole/primary carer for dependent relatives,-,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008771,October,18 to 24,Male,S.47,Immediate custody,12 months,2,None,Injury/fear of injury which is serious in context of the offence,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of premeditation,-,-,-,-,None stated,-,-,-,-,-,-,-,-,On licence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008772,November,35 to 44,Male,S.47,SSO,-,2,None,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008773,March,25 to 34,Male,S.47,SSO,-,2,None,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",20%,Yes,Not Answered
sc-apo-141234-008774,March,Over 54,Male,S.47,Immediate custody,Over 3 months and up to 6 months,2,10 or more,-,-,-,Injury/ fear of injury which is less serious in context of t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,-,Offence against those in public sector/service to public,-,-,-,-,-,-,Failure to respond to warnings/concerns,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008775,March,18 to 24,Male,S.47,SSO,-,1,None,Injury/fear of injury which is serious in context of the offence,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,Intention to cause more serious harm,-,-,-,-,-,-,-,-,-,-,-,None stated,Location,Timing,-,-,Presence of others,-,-,-,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Don't know,After the PCMH but before the day of trial,33%,No,Not Answered
sc-apo-141234-008776,July,18 to 24,Male,S.47,Immediate custody,Over 3 months and up to 6 months,3,1 to 3,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"On, or after, the day of trial",10%,No,Not Answered
sc-apo-141234-008777,September,35 to 44,Male,Common assault,Discharge,-,3,None,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of premeditation,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",33%,Yes,Not Answered
sc-apo-141234-008778,September,45 to 54,Male,S.47,Immediate custody,Over 12 months and up to 18 months,2,None,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,On going effect on victim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Isolated incident,-,-,-,-,-,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008779,September,18 to 24,Male,S.5 POA,Immediate custody,Over 3 months and up to 6 months,No guideline,1 to 3,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,-,-,Presence of others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008780,September,35 to 44,Male,S.20,SSO,-,2,None,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,Single blow,Remorse,-,-,-,Isolated incident,-,-,-,-,-,Yes,"On, or after, the day of trial",10%,No,Not Answered
sc-apo-141234-008781,September,35 to 44,Male,Affray,CO,-,No guideline,4 to 9,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,-,-,-,Offence against those in public sector/service to public,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Don't know,"Up to, or at, the PCMH",33%,Yes,Not Asked
sc-apo-141234-008782,November,18 to 24,Male,S.47,Immediate custody,12 months,1,None,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,Deliberately causes more harm than necessary,-,Leading role in group or gang,-,-,-,-,-,-,-,-,None stated,Location,Timing,On going effect on victim,-,-,-,-,Failure to comply with current court orders,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008783,May,25 to 34,Male,S.47,Immediate custody,Over 6 months to less than 12,2,1 to 3,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,-,-,Deliberately causes more harm than necessary,-,-,Offence motivated by/demonstrating hostility to age or sex,-,-,Lack of premeditation,-,-,Previous relevant convictions,-,-,-,-,On going effect on victim,-,-,-,-,-,-,-,-,-,-,-,Previous violence/threats,-,-,-,-,-,Single blow,-,-,-,-,-,-,-,-,Sole/primary carer for dependent relatives,-,Don't know,"Up to, or at, the PCMH",10%,Yes,Not Answered
sc-apo-141234-008784,May,18 to 24,Male,S.20,SSO,-,2,None,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of premeditation,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,Single blow,Remorse,Good character/exemplary conduct,-,-,Isolated incident,Age/lack of maturity affecting responsibility,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008785,July,25 to 34,Male,Affray,CO,-,No guideline,None,-,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,Lack of premeditation,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,-,Remorse,-,-,-,Isolated incident,Age/lack of maturity affecting responsibility,-,-,-,-,Yes,"On, or after, the day of trial",33%,Yes,Not Asked
sc-apo-141234-008786,September,25 to 34,Male,S.20,Immediate custody,Over 12 months and up to 18 months,1,4 to 9,-,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,Targeting of vulnerable victim(s),-,-,-,-,-,-,-,Previous relevant convictions,-,-,-,-,On going effect on victim,-,-,-,-,-,-,-,-,Offender was under the influence of alcohol/drugs,-,-,Previous violence/threats,-,Steps taken to prevent reporting/assisting prosecution,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Asked,-,Not Asked,Not Answered
sc-apo-141234-008787,July,18 to 24,Male,Common assault,Discharge,-,3,None,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,Greater degree of provocation,Lack of premeditation,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,Single blow,Remorse,Good character/exemplary conduct,-,-,Isolated incident,Age/lack of maturity affecting responsibility,-,-,-,-,No,After the PCMH but before the day of trial,33%,Yes,Not Answered
sc-apo-141234-008788,July,25 to 34,Male,S.47,SSO,-,2,None,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of premeditation,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008789,November,18 to 24,Male,S.47,Immediate custody,Over 6 months to less than 12,2,4 to 9,-,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,Intention to cause more serious harm,-,-,-,-,-,-,Lack of premeditation,-,-,Previous relevant convictions,-,-,Location,-,-,-,Presence of others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"On, or after, the day of trial",10%,No,Not Answered
sc-apo-141234-008790,January,25 to 34,Male,S.20,Immediate custody,Over 18 months and up to 3 years,2,1 to 3,-,-,Sustained or repeated assault on same person,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,Location,Timing,On going effect on victim,-,-,-,-,-,-,-,-,Offender was under the influence of alcohol/drugs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
sc-apo-141234-008791,June,35 to 44,Male,S.20,SSO,-,2,None,-,Victim particularly vulnerable,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,Single blow,Remorse,-,-,-,Isolated incident,-,Lapse of time not fault of offender,-,-,-,Yes,"Up to, or at, the PCMH",25%,No,Not Answered
sc-apo-141234-008792,February,18 to 24,Male,S.20,Immediate custody,Over 12 months and up to 18 months,2,10 or more,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",30%,No,Not Answered
sc-apo-141234-008793,March,25 to 34,Male,S.20,Immediate custody,Over 18 months and up to 3 years,2,None,Injury/fear of injury which is serious in context of the offence,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,Single blow,-,-,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",10%,No,Not Answered
sc-apo-141234-008794,March,25 to 34,Male,S.18,Immediate custody,Over 4 years and up to 5 years,2,None,-,-,-,Injury/ fear of injury which is less serious in context of t,-,-,-,-,-,Threatened/actual use of weapon/equivalent,Intention to cause more serious harm,-,Targeting of vulnerable victim(s),-,-,-,-,-,-,-,-,-,None stated,Location,Timing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,Single blow,-,-,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",10%,No,Not Answered
sc-apo-141234-008795,May,25 to 34,Male,S.20,SSO,-,2,None,-,-,-,None stated,-,-,-,-,-,Threatened/actual use of weapon/equivalent,-,-,-,-,-,-,-,-,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No previous relevant convictions,Single blow,Remorse,Good character/exemplary conduct,-,-,Isolated incident,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes,Not Answered
